file,line,n_mag,cites,any_cite_has_precision,text,line_has_precision,withdrawn
README.md,305,9,"791,789,806",True,"| **The MDE closes confirmation, not refutation: all six candidates die to counterexamples, with no statistic ",False,False
README.md,306,7,"782,790,790,806",True,| **The top pair survived the build-the-world attack: a small denominator plus noise cannot produce 2.19 and 1,True,False
README.md,308,17,"790,791,791,791,790,806",True,"| **The bottom clump cannot be placed: three clumps retracted, leaving one clean pair and six unsortable items",True,False
README.md,309,23,"797,806",True,| **The clumps are not an artifact of averaging by year — and two of my three estimators were the same estimat,True,False
README.md,311,7,"797,776,779,778,806",True,"| **The line really did drift, and it did not manufacture those ratios** | ""the most devout third"" is defined ",False,False
README.md,312,1,"792,789,791,792,792",True,"| **With the population defined structurally, exactly one row is affected — and the criterion was wrong again,",False,False
README.md,314,8,"797,806",True,"| **Not an axis — three clumps; and explaining it is arithmetically out of reach** ⚠⚠ **""three clumps"" is retr",False,False
README.md,315,7,"799,782",True,"| **The instability comes from the denominator, so n=8 is a hard ceiling: resistance can only be measured agai",True,False
README.md,316,17,"782,806",True,"| **The variation is within the groups, not between them: ""sexual vs non-sexual"" explains nothing** | **8 of 2",True,False
README.md,317,5,"786,806",True,| **What blocks this question is not the data but the boundary of my own polarity instrument** | of 18 candida,False,False
README.md,320,1,785,True,"| **The ceiling explains about a third; the other two thirds are theirs** | the same latent shift, applied at ",True,False
README.md,321,1,782,True,| **The page has been publishing the small kind of uncertainty; the large kind was never on it** | the anchore,True,False
README.md,322,2,"779,781,779",True,"| **The retraction stands but its reason changes: not a reversed world, a criterion that never tested the rati",True,False
README.md,326,4,"747,776,777,773",False,"| **They did change their minds, but by only a third to two-fifths of everyone else's** | over the same years ",True,False
README.md,329,14,767,False,"| **The item is already at its ceiling among the most devout, so that direction is the scale hitting a wall, n",False,False
README.md,330,6,770,False,| **The first non-derivation quantity is the interaction — and its direction was overturned by a second instru,True,False
README.md,331,2,750,False,"| **The explained share is a derivation, not a measurement, and I wrote five rounds on it** | the closed form ",False,False
README.md,334,10,"765,726",False,"| **The interval barely moved, and I found I had copied a number from a different run into the ledger** | McDo",True,False
README.md,335,13,"767,764,762",False,"| **My filter deleted the reference group, and what actually bit was the controls' reliability** | the filter:",True,False
README.md,336,1,"754,762",False,"| **Landing twice inside a band I picked myself, where the problem was not the threshold's height but the ques",True,False
README.md,338,19,"774,754",False,"| **Religion explains a third, politics a tenth, and five-eighths is left** (⚠ **a derivation** — this row is ",True,False
README.md,339,17,"770,774,745",True,| **Remove political left–right entirely and obedience still carries seven-eighths of its link to policing sex,True,False
README.md,343,5,750,False,"| **At the society level there is no obedience family, only obedience** | partialling out obedience alone cost",False,False
README.md,348,4,"542,542",False,| **A person's sexuality is not one thing; it is twenty things that do not imply one another** (the within-fac,True,False
README.md,352,10,745,True,| ⚠ **And the row above now carries a live alternative** | the per-stratum **standard-deviation trajectory** o,False,False
README.md,353,12,691,False,| **The ones who merged them are the churchgoers** | ceiling-normalised: **frequent +0.00287 · occasional +0.0,True,False
README.md,354,12,740,True,"| **Nor is it age, nor education** | pooled within fixed age bands **+0.00640 = 95% of the within-cohort slope",True,False
README.md,355,14,740,True,"| **What it moved into is sexual morality, not politics** | `premarsx × homosex` **+0.00672/yr, rank 2 of 253 ",True,False
README.md,360,2,731,False,"| **Ask it again in different words and the same people give the same block** | within 1994, same population a",False,False
README.md,364,1,716,False,| ⛔ ~~Her judgements about sex and about the unmarried family are equally tight~~ **both blocks sit on their o,True,False
README.md,442,11,"301,302,356",True,> ⚠ **`#301` `#302`:**in-sample 1.4% / out-of-sample 0.87%**. Held out — 5-fold person-level cross-validation ,False,False
README.md,479,6,259,True,| **Between-block contrast D** — which domains you open in | **+0.6785** | blocks | **verified** (onset instru,True,False
README.md,480,2,"255,254,228",True,| **Breadth profile** — the shape you open in | **+0.4290** | blocks | **verified** (≥2 dimensions; onset k=2 ,True,False
README.md,481,1,"257,252",True,"| Breadth type c1 | **+0.6429** | blocks | untested | `UNCOMPUTED` | 13 → **9 after control, read as 6–12** (`",False,False
README.md,482,1,"257,252",True,"| Breadth type c2 | **+0.5778** | blocks | untested | `UNCOMPUTED` | 11 → **6 after control, read as 4–8** (`#",False,False
README.md,483,37,"258,257,366,367,369,368,347",True,| **Breadth type c3 — *where you spend your openness*** | **+0.5631** | blocks | **name verified** on the disj,True,False
README.md,484,3,"114,452,289",True,| **rho_i** — whether your rare interests come first or last | **+0.5316** | onset ages (31 categories) | n/a ,False,False
README.md,485,5,"277,278,277,283",True,"| **`form_i` — what ""opened by drawn things"" and ""opened by written things"" share** | **+0.3382** (two items) ",True,False
README.md,493,177,"288,293,294,296,381,380,414,298,299,304,308,311,384,385,386,384,387,388,392,390,391,389,327,395,384,396,397,398,399,401,402,415,415,416,417,418,403,404,405,406,409,327,411,390,389,388,391,325,327,201,202,303,324,330,332,380,296,370,371,372,346,334,337,350,346,357,373,366,374",True,"> ⚠ **This table is built on the pooled sample, and the six coordinates are not the same thing in the two ⚠ **",True,False
README.md,509,28,"316,375,320,419,392,420,421,422",True,"> doesn't.** ⚠ **`#316`: that is a statement about the *increment*, and the wider reading is wrong.** Un-ortho",True,False
README.md,511,5,"423,392",False,"⚠ **`#423`: and enumerating the question types turned up a loaded trap that has not yet fired, plus one fact a",False,False
README.md,513,2,424,False,⚠ **`#424`: and there is no specialist taste in this survey.** The largest never-anchored question family — 67,False,False
README.md,515,6,"429,481,461,442,480",False,⚠ **`#429`: and one signed claim on this page rests on a direction that cannot be checked here at all.** Enume,False,False
README.md,517,1,433,False,"⚠ **`#433`: and once its direction was settled, the porn-use variable turned out to add exactly one thing.** A",False,False
README.md,519,9,"434,435",True,"⚠ **`#434`: and shame turns out to be the brake, not the carrier — which is the opposite of what the previous ",True,False
README.md,521,6,435,True,"⚠ **`#435`: and the brake is not a flat tax — it discriminates, and one quantity is braked in the opposite dir",False,False
README.md,523,6,"436,437",True,⚠ **`#436`: and the one coordinate that points away from doing turns out to point at something else instead.**,True,False
README.md,525,8,439,True,"⚠ **`#439`: and feeling unable to change what arouses you has two roads, not one.** This page already says tha",False,False
README.md,527,3,440,False,⚠ **`#440`: and it is not what you like — it is how your liking is distributed.** The direct path from breadth,False,False
README.md,529,5,"441,442",False,"⚠ **`#441` narrows this: the shape is not the breadth-type contrast, and that contrast is the weakest of the t",False,False
README.md,531,9,"442,443",True,⚠ **`#442`: and it is not involvement wearing a different name — controlling involvement makes it stronger.** ,True,False
README.md,533,37,"444,445,446,447,448,449,450,451,452,114,454,455,456",True,⚠ **`#444`: the half that costs you the sense of changeability is loaded on the bodily-fluid questions — and t,True,False
README.md,535,9,"456,457",False,"⚠ **`#456`: the two consequences have nothing to do with each other, and saying ""one antecedent"" was reading m",False,False
README.md,537,21,"458,459,460",False,⚠ **`#458`: and the two paths do come apart — three of six page quantities touch exactly one of them.** Runnin,False,False
README.md,539,75,"463,464,465,466,469,470,471,472,473,474,475,476,479,375,325,346",True,⚠ **`#463`: and the two leading components of the residual structure fall on the two different paths — the fir,True,False
README.md,550,1,"264,271",True,"> ⚠ **Caliber of the 1.4%** (`#264`, `#271`): old S + least squares; the alternative caliber (S varying",False,False
README.md,560,1,233,True,"> ⚠ **Every ""N of M"" count on this page is an interval, not an exact number** (`#233`). The family-wise thresh",False,False
README.md,565,1,"161,159,160,161",True,"| **The ""what"" of a sexual preference is personal. The ""when"" is not.** | Same people, same split procedure, s",True,False
README.md,566,3,"75,63",True,"| **Sexual interests arrive on a shared developmental schedule — concrete first, relational 2–3 years later** ",True,False
README.md,567,1,"157,157,88,90",True,| **Content and individualised valuation move endorsement probability by the same amount** | option base rate ,True,False
README.md,570,14,"167,163,164,165,100,104,165",True,"| **It is a reliable personality dimension, and it is not ""how many boxes you ticked""** | Split-half across di",True,False
README.md,571,76,"184,230,229,231,232,232,235,229,232,236,237,238,114,239,114,241,290,286,289,179,184,186,192,201,229,230,231,232,235,236,237,238,239,241,290,360,363",True,| **And preferring the uncommon is not affectively neutral — it comes with shame** | On two independent Likert,True,False
README.md,572,24,"201,192,129,189,227,188,189,228,188,189,192,201,227,228",True,"| **Two orthogonal person-level dimensions, each pointing at something different** | Residualise the *content*",True,False
README.md,573,46,"114,211,213,218,212,243,114,245,247,128,130,211,212,213,218,243,245,247",True,| **A person's own uncommon interests sit ahead of their own common ones** | After removing the population-sha,True,False
README.md,574,4,"139,138,139",False,"| **The map's strongest psychologically-anchored dividing line is not ""early vs late"" — it is ""objects vs scen",True,False
README.md,575,4,137,False,"| **Sex anchors ""the sexual"" itself, not one family within it** | early family +0.0706 vs late family +0.0816,",True,False
README.md,577,11,"75,135,136",True,| **What arrives early is scattered; what arrives late is a set** | Three blocks against a within-person permu,True,False
README.md,578,4,"114,133,134",True,"| **For a third of people the map closed at 17; for the rest it opens outward** | In the 29–32 band, **33.3% r",True,False
README.md,579,2,132,True,"| **The sexual map is largely fixed by the end of adolescence** | Among 29–32 year olds, **68.4% of their own ",False,False
README.md,580,15,"147,146,148,152,148,159,149,100,130,131",True,| **At the population level the map really does start from what everyone has** | The batch of interests a pers,True,False
README.md,581,11,"114,150,151,128,129,130,150,151",True,"| **The rarer a person's eventual taste, the larger that head start** | −0.0459; **after 1:1 caliper matching ",True,False
README.md,582,3,"154,101,102,154",False,"| **Its only external anchor that holds is sex** | +0.093 (disattenuated +0.141). All Big Five \|r\| ≤ 0.056, ",True,False
README.md,583,3,"153,162,114,162",True,| **People remember their most-loved sexual interests as arriving about nine months earlier** | −0.2000 years ,True,False
README.md,584,2,119,True,"| **And that memory distortion deepens with time, nearly doubling over fifteen years** | the 15-year-old band ",True,False
README.md,585,1,"107,110,116,117",True,"| **Among interests of the same kind, which one came first predicts your whole remaining preference profile** ",True,False
README.md,586,2,"118,142",True,| **And the remaining preferences are pulled toward whichever came first** | displacement **+0.0339 — 3.1× its,True,False
README.md,587,5,"141,143",True,"| ~~**""Top/bottom"" is one word over three near-unrelated things**~~ **downgraded to: the three role axes are s",False,False
README.md,589,6,"26,26",False,"| **82.7% say ""porn gave me this interest"", and that sentence leaves no trace in either their preference struc",True,False
README.md,769,11,"528,638,635,639,639",True,"- **A fifteenth, and it narrows the warning attached to the fifth: what the ethnographer's ""handwriting"" conta",True,False
README.md,773,10,"528,635,639,529",True,"- **A seventeenth, and it is the question the sixteenth asked and could not answer: the boundary of ""one act"" ",True,False
README.md,797,50,"653,713,653,542,653,650,716,650,718,720,731,734,676",True,"- **A twenty-ninth, and it restates the purity result in a different key: purity is not merely the tightest of",True,False
README.md,798,26,"740,676,740",True,> ⚠⚠ **And the last obvious rival was cut away too: it is not older cohorts leaving and younger ones arriving.,True,False
README.md,811,1,739,False,> ⚠ And the part worth remembering: **`#739` had already measured that pair's artefact share at 64%** —,False,False
README.md,814,3,"745,745",True,"⚠ Two shrinkages: GSS is a **repeated cross-section, not a panel** ⇒ this is about *Americans in that year*, *",True,False
README.md,816,15,"745,691",True,"⚠⚠ **And the last question was *who*, and the answer is the counter-intuitive one.** Splitting people by how o",True,False
README.md,818,3,"731,716",False,"⚠ Three things must be said together: ① **this is still an upper bound** — the retest runs across *wordings*, ",True,False
README.md,898,1,82,False,"| ""Domain-general beats domain-specific, 186/276"" | **Inverted: 0 general / 201 specific** | The 186 was a −0.",False,True
README.md,901,1,115,True,"| ""The earlier something enters the map, the more central it is"" | **Withdrawn, 10% remains** | That was not t",False,False
README.md,902,3,102,False,"| ""The trait tracks earlier acquisition age"" | **Withdrawn** | −0.030 against a null of −0.028; the null is 91",False,True
README.md,911,3,91,True,| See structure carried by ≤30% of people (variance-explained methods) | 5% carriers at **±50 pp** leave skill,False,False
README.md,919,6,"338,339,343",True,| **Say what makes some interests carry more shame than their rarity predicts** | Across the 31 onset categori,True,False
README.md,921,4,"169,20,11,15,20",False,**And a transferable methodological result — but a much smaller one than I first published.** Block-count matc,False,False
README.md,944,11,321,True,"**[DOWNGRADED — RETRACTIONS #24, re-affirmed #143]** ""three near-independent axes / effective dimensionality 2",True,False
README.md,948,9,358,False,"relational late: power dynamics 16.8, bondage 16.9, mental alteration 17.0). **[SURVIVES FRAMING SWAP — RETRAC",False,False
README.md,984,1,60,False,"for log and 51.9% for linear (`#60`), with a permuted-label null of exactly 0.0000 at every n. **[MECHANISM RE",True,False
README.md,994,2,59,False,"+0.0290**, combined **+0.0606** (`#59`). The aggregate cross-domain signal is the *larger* — pairwise block→bl",False,False
README_zh.md,71,2,720,True,"> ⚠ **而那七个面随后被多重性动了一次,并且裁决是 UNVERIFIED。** 按 **BH over 20(q=0.05)**、用**打乱性别标签**的置换零(B=2000,分辨率 0.0005):**存活仍是 7",True,False
README_zh.md,116,232,"716,653,542,718,542,542,542,607,542,718,542,720,676,718,718,721,676,617,618,717,542,749,749,737,750,750,750,623,754,762,747,783,779,781,782,721,782,785,786,787,806,799,799,797,797,806,776,779,797,797,791,791,791,806,806",True,"⚠ **那个分母自己也是估的,所以它自己抖多少是量过的**:页上 **28 个带 ⟨…⟩ 的行里,25 行从未声明分母是全枚举还是抽样估的**,而 `#716` 见过一次分母抖 1.9 倍。实测下来**只有一类会咬人**",True,False
README_zh.md,120,8,"802,801,787",False,"**而 `#802` 那句话立刻欠着一个对照,所以下一轮就去做它 —— 并且是故意挑一个「正结果我不欢迎」的方向:若它开火,头条就死。**问题是:**一个共同的潜在位移(两层完全一样地改主意),在一把 1–4 的序数尺上",False,False
README_zh.md,121,2,706,False,"⚠ **这个数主要跟着样本量走,不跟着「这条有多真」走**:实测 `corr(比值, n) = +0.8829`,而 `corr(比值, 效应本身) = −0.3929` ——**效应最大的几条,比值反而最低**(它们是",False,False
README_zh.md,135,4,711,True,"| 换用哪一种手段,压掉四分之三 | **+0.229** [+0.132, +0.293] | 光环世界能赢而输了;码本方向预测四格全负(Entry 642 · 711 / `#711`;自有层级重跑 **+0.220",True,False
README_zh.md,149,5,709,False,"| **是教育,不是世代** | cohort 五格内 educ Δ 同号 5/5,中位 **+0.0718 = 整体 93%** | 沿 cohort 自身只有 +0.0382;安慰剂 +0.0208;⚠ 教育非随机 ",False,False
README_zh.md,158,7,"832,837,837,111,836",True,"| **换单位到社会:那条「谴责↔稀少」的关联,只有同一批编码者看得见** | **本会话前 16 轮全在 GSS 一具仪器、一个单位上(`git log` 实测)⇒ `§3` 的 basin 判据是硬的** ⇒ 换仪器",True,False
README_zh.md,159,6,"836,836,803,836,836,836,814,836",True,"| **三把尺子彼此同意吗:问不出来 —— 而这句「问不出来」收窄了我上一轮的头条** | **`§3` basin:`#836` 的头条我很喜欢,所以本轮专门去找它站不住的理由** ⇒ **它有一个我没控制的对手:两条",True,False
README_zh.md,160,10,"835,836,837,846,818,835",True,"| **九十年代那条缝张开,是世俗那边走了 —— 不是虔诚那边顶住了** | **`§0.2`:`#835` 两层墙 · `#836` 推翻 · `#837` UNVERIFIED —— 连着三轮的产物都是「不能」,而如",True,False
README_zh.md,161,23,"838,838,838,838,838,838,846",True,"| **换一把没有上端的尺子:`#838` 十格全对,而天花板偏的方向和我担心的相反** | **`§3` basin:`#838` 那个「先拉开、后追上」的故事很好听,而好听正是要查的理由** ⇒ **威胁就写在 `#",True,False
README_zh.md,162,23,"770,838,839,838,838,840,773,770,835,846",True,"| **给差距算它自己的区间:「拉开」经得住,「合上了」说不出口** | **`#770` 早就立过:要比的是那个量本身,不是两个量各自与零的关系** —— `#838`/`#839` 报的是**两层各自**的偏离,而我",True,False
README_zh.md,163,7,"840,836,840,800",True,"| **造一把「别手抄上一轮的数」的尺子,而第一把被自己的零杀掉了** | **`#840`① 要求把「绝不手抄上一轮的数字」从决心变成工具(`#836`① 的同一句:教训不落到工具上就是没落地)** ⇒ 第一版代理是*",False,False
README_zh.md,164,9,"833,833,833,833,100,101,836,837,798,841,798,807,828,798,798,807,828,834,833,100,101,840,841,843",True,"| **修好切法再重数:总体虚高 28%,而 `#833` 自己也记错了缺陷的形状** | **还 `#833`① 的债,而新写的控制在还债之前先逼出了对 `#833` 自己的更正**:`#833` 写的是「锚后追加的注",False,False
README_zh.md,166,5,"843,842,843,842,835,835,835,837,840,837,837,835",True,"| **审计我写过的三堵墙:一堵倒了,而它恰好是我最有把握的那一堵** | **理由是 `#843` 当场发生的事**:我在 `#842` 登记了一条「结构性改不了」,**下一轮用一条 `git show` 就推翻了它*",True,False
README_zh.md,167,3,"844,844,835,835,834,835,844,835,844,111,835,845,835,844,844",True,"| **代数那堵墙倒了,估计那堵墙立着:可识别的那半个年龄,本身就在噪声里** | **`#844`① 预注册:墙倒了,那条路走得通吗** —— 而 `#844` 自己写过「不许把『墙倒了』读成『问题能答了』」,**`#",False,False
README_zh.md,168,30,"838,789,832,838,799,800,111",True,"| **「不信教的人走得更快」不是关于那群人的话,只在同性恋这一道题上** | **`#838` 的 NEXT 自己预注册了本轮**:「不要把『世俗那边走了』外推到别的题 —— 本轮只跑了 `homosex`」⇒ **这",True,False
README_zh.md,171,13,"846,846,835,845,846",True,"| **那条线索没被证伪,也没被支持:切一半人这条路本身没功效** | ⚠ **作用域**:本轮的对象是 `sexeduc` 那一格;而它引的 `#846` 那条结论(「世俗层走得更快」)**只到 `homosex` 这",True,False
README_zh.md,174,7,"846,851,851,830,843,830,830,826,827,9991,829,850,851",True,"| **不许说「做不完」:量完之后,瓶颈不是证据,是指针** | ⚠ **作用域**:本轮对象是项目自己的欠账历史,与 `#846` 那条 `homosex`-only 的结论无关。**还 `#851`①** —— `#",False,False
README_zh.md,175,11,"846,832,846,836,839,846,836,854,853,111,853",True,"| **第一次跨仪器复现:换一份问卷,那条缝还在,宽度也对得上** | ⚠ **作用域**:本轮复现的是**二〇一〇年代**那条缝的**存在与宽度**,不是 `#846` 那条 `homosex` 九十年代的开裂。**硬",True,False
