page,num,sub,pos,ctx,title,resolves,overlap
README.md,718,,16092,"89, a gap of 0.0067** — **the conclusion is unchanged, and until now it held by luck.** This is the mirror of `#718`: there a failing positive control caught me comparing mismatched numb","比值随符号约定腰斩,而两条判决因此翻面",1,0
README.md,542,,16255,mparing mismatched numbers; **here a passing one concealed the same thing.** ⚠ **The third must be inherited: `#542` was already downgraded to a VERIFICATION by `P14`'s `prior_art` line*,"面内高于面间,而那是设计;`prior_art` 这一行第一次自己举了手",1,1
README.md,720,,16579,"ires* = 0.666), and **a result restating how the instrument was built is a verification, not a finding**. ⇒ **`#720`'s within-facet half inherits that downgrade verbatim, and the page ro","一个人的性不是一件事,是二十件互不蕴含的事",1,0
README.md,676,,17146,"his page's oldest education claim does not move under the new tools — for a structural reason, not by luck.** `#676` says education pushes both item groups toward tolerance, and pushes g","变宽容和变成一个立场是两件事,教育只对性做了后面那件",1,0
README.md,718,,17429,"her — marginal-matched Δ **+0.1604** against a null 95th percentile of **0.0372**, **4.31×**. Recomputed with `#718`'s optimal signs: **sexual four Δ greedy +0.1837 / optimal +0.1837; ge","比值随符号约定腰斩,而两条判决因此翻面",1,0
README.md,718,,17723,"erence* but **all six pairwise correlations are positive, so the greedy assignment already is the optimum and `#718`'s mechanism is structurally impossible here**. **The first is a noisy","比值随符号约定腰斩,而两条判决因此翻面",1,0
README.md,721,,17942,tence that can be cited.** ⚠ And writing this I again pushed detail into a table row and tripped the gate — **`#721` established that rows are summaries and detail belongs in the narrati,"未决关掉了,而它带出我那个蒙对的正对照和一条早该继承的降级",1,0
README.md,676,,18129,"e, and two rounds later I broke it myself**; this paragraph is that detail moved back where it belongs `[#723「`#676` 在新工具下不动,而这一条是 CLOSURE,不许写成 FRONTIER」]`. ⚠ **And a hole this page has ","变宽容和变成一个立场是两件事,教育只对性做了后面那件",1,0
README.md,617,,18263,"SURE,不许写成 FRONTIER」]`. ⚠ **And a hole this page has carried for a long time is now filled by the same tool.** `#617` says a society does not decide whether violence is right, it decides ","一个社会不决定暴力对不对,它决定对谁做才不对",1,0
README.md,618,,18348,"lled by the same tool.** `#617` says a society does not decide whether violence is right, it decides to whom; `#618` recorded that **the same question could not be measured for sex** — n","三个搜索版本,没有一个能找回它自己已知的正例",1,0
README.md,717,,18581,"itive control, and the reason was that **the *to whom* lives between variables, not inside any one of them**. `#717` had just shown how to use exactly that structure. ⚠ **The family reco","接缝在手段上,不在孩子身上",1,0
README.md,542,,21327,"nographies give the same answer about how strict this society is on sex — is a verification, not a discovery (`#542` was downgraded by the `prior_art` rule for exactly this shape). The d","面内高于面间,而那是设计;`prior_art` 这一行第一次自己举了手",1,1
README.md,749,,23118,"om 0.19 to 0.25, **so the primary partials out only the strongest single trait**; ③ **no halo null**, because `#749` measured it to be a no-op for this kind of composite. ⚠ And the conve","一个社会对性的严厉,不是它一般有多严的一个侧面",1,0
README.md,749,,23233,` measured it to be a no-op for this kind of composite. ⚠ And the convergent half remains a **verification** (`#749` labelled it); **what this round strengthens is the discriminant half*,"一个社会对性的严厉,不是它一般有多严的一个侧面",1,0
README.md,737,,25191,"0.6558 vs ≤+0.3030 at the society level; +0.13 against 97% retention at the person level) — exactly the shape `#737` established: direction transfers, magnitude does not.** `[#751「一个人对性的","合成世界的天花板是 0.95,GSS 的是 0.48–0.85,所以只有方向可搬",1,0
README.md,750,,27629,"sex belongs to an authority-and-ingroup **family** at the person level, then of the nine child-rearing traits `#750` partialled out at the society level **only obedience belongs to that ","把一般的严整个扣掉,性还剩 +0.55",1,0
README.md,750,,27804,"gs to that family** — which can simply be recomputed. ⚠ The strongest confound was real: **I had already seen `#750`'s nine-cell grid, so any family I drew myself was fitted to it**; the","把一般的严整个扣掉,性还剩 +0.55",1,0
README.md,750,,28531,"society level there is no obedience family, only obedience; and of the +0.0898 that removing all nine cost in `#750`, +0.0783 is obedience by itself.** ⚠ What was narrowed is not the pre","把一般的严整个扣掉,性还剩 +0.55",1,0
README.md,623,,39977,"ose. The new form: **a verdict compares only measured quantities, each against its own null.** Backtested per `#623` against the two rounds that motivated it, computed from the persisted","三十六次页面更正里,二十九次是措辞",1,0
README.md,754,,40150,"the persisted result files — **both go from undecidable to decidable, with more informative conclusions**: in `#754` authority is **14.0×** its own null and ingroup **4.9×**, so **both a","人层那个族大半是一件事,而判不了的是我的阈值不是世界",1,0
README.md,762,,40276," is **14.0×** its own null and ingroup **4.9×**, so **both are real, one simply larger** (2.9× the other); in `#762` religion is **3.50×** politics, while **the residual is 1.89× religio","宗教解释三分之一,政治解释一成,而还剩六成二",1,0
README.md,747,,55888,"hat sentence was missing half of itself, which the next round supplied: eighteen points — relative to whom?** `#747` had already measured that churchgoers' level shift was half of everyo","方差升得最多的那一层耦合最强,而我预测的方向是反的",1,0
README.md,783,,56596," of everyone else's change, and they started higher and finished higher.**⚠ (**this precision is retracted in `#783`** — that range was the span between two stratifications, not an uncer","页面公布的是小的那种不确定性,大的那种一直在幕后",1,0
README.md,779,,61640,"n changes: not ""the world contains a reversed specification"" but ""my readability criterion was too loose""** — `#779`–`#781` required each stratum's slope to clear its own null, which **n","钉住出生世代之后,那个比不但还在,而且更极端",1,0
README.md,781,,61647,"es: not ""the world contains a reversed specification"" but ""my readability criterion was too loose""** — `#779`–`#781` required each stratum's slope to clear its own null, which **never te","三十七个规格里有一个反号,而预注册说那就撤回",1,0
README.md,787,,62553," 1975–94; 2/2 for 1980–99 (median width 7.73); 4/8 for 1930–49.** ⚠ **those two denominators are corrected in `#787`**: they count **the cells that could be computed**, and of the design","分母被换成活下来的格,三处,而它们指向相反的方向",1,0
README.md,782,,63179,"ction fell exactly where the data cannot see.**`[#782「撤回维持,但理由换了人:不是世界有反号,是我的判据没检验比值」]`。 ⚠⚠ **The first thing `#782`① asked for was a count, and the count overturned the way I was counti","撤回维持,但理由换了人:不是世界有反号,是我的判据没检验比值",1,4
README.md,721,,65576,"e a function the project already has (`lib/blocks.py::median_of_group_medians`, whose docstring already says ""`#721` measured: 0.5645 vs 0.5856""); ② **and calling it does not give 0.5645","未决关掉了,而它带出我那个蒙对的正对照和一条早该继承的降级",1,0
README.md,782,,66007,"tion span.** ⚠⚠ **The heaviest self-catch is my own matcher**: the first version matched published numbers to `#782`'s 44 cells **by value**, so the pooled `0.328` landed on a **cohort c","撤回维持,但理由换了人:不是世界有反号,是我的判据没检验比值",1,0
README.md,785,,68299,"e else, and none of the eight intervals contains 1.0.** ⚠⚠ **Both numbers are retracted with a sign change in `#785`**: this round's `r_obs` is a slope ratio while Δ was calibrated on a ","不是一条关于性道德的规律,是一条关于「其余人真的动了的那些题」的规律",1,0
README.md,786,,70590,"oo:** `homosex` 8/8 residuals entirely below 1.0 (0.331), `premarsx` 2/2 (0.390) ⚠ **denominator corrected in `#786`/`#787`: only 1 of 4 specifications is readable**, and those 2 cells a","同一道题只动年份集合,而同性恋那条在三个窗口下纹丝不动",1,0
README.md,787,,70597,"homosex` 8/8 residuals entirely below 1.0 (0.331), `premarsx` 2/2 (0.390) ⚠ **denominator corrected in `#786`/`#787`: only 1 of 4 specifications is readable**, and those 2 cells are that","分母被换成活下来的格,三处,而它们指向相反的方向",1,0
README.md,806,,74885,"e previous round used — **without it I would have answered an 18-item question with 4 items.**` ⚠ **and since `#806` this must carry one more sentence: the ""common latent shift"" control ",换边不是刻度造的(0.6%);而顶对这个设计够不着,1,0
README.md,799,,78598,"holds only on the eight items where society moved a lot.**⚠⚠ **the mechanism in this paragraph was refined in `#799` — not retracted, distinguished**: `#799`'s σ=0 control shows that **w",顶对经住了造世界那一级:小分母 + 噪声造不出 2.19 与 1.84,1,0
README.md,799,,78639,"ty moved a lot.**⚠⚠ **the mechanism in this paragraph was refined in `#799` — not retracted, distinguished**: `#799`'s σ=0 control shows that **with no noise a small denominator produces",顶对经住了造世界那一级:小分母 + 噪声造不出 2.19 与 1.84,1,0
README.md,797,,81258,"needs held-out items this instrument cannot supply.⚠⚠ **the ""three clumps"" in this paragraph are retracted in `#797`**: the two bottom items' intervals contain both 0 and the middle's 0.","底堆归不了堆:三堆撤回,剩下「干净的一对 + 排不出层的六题」",1,0
README.md,797,,81663,"at **the top pair separates from everything else**, **not** evidence of a three-level partition; split out in `#797`, middle/bottom resolves only 4/8.` ⚠ **and since `#806` this must car","底堆归不了堆:三堆撤回,剩下「干净的一对 + 排不出层的六题」",1,0
README.md,806,,81719,"t** evidence of a three-level partition; split out in `#797`, middle/bottom resolves only 4/8.` ⚠ **and since `#806` this must carry one more sentence: the ""common latent shift"" control ",换边不是刻度造的(0.6%);而顶对这个设计够不着,1,0
README.md,776,,85376,"了一次,同一族第三次」]`。 ⚠⚠ **And underneath those three clumps sits a design choice that has been in every round since `#776` and that the ledger never once named: ""the most devout third"" is defi","虔诚者不是越来越一致,是越来越分散;只有婚外性纹丝不动",1,0
README.md,779,,85650," ⇒ **part of ""the devout changed their minds"" might not be minds changing at all, but who counts as devout.** `#779` pinned birth cohort, which **cannot pin this line**. ⇒ First, measure","钉住出生世代之后,那个比不但还在,而且更极端",1,0
README.md,797,,87118,"d, the difference is exactly 0.⚠ **how ""the three clumps survive intact"" in this paragraph must be read after `#797`**: this paragraph is **not wrong** — it established that **the partit","底堆归不了堆:三堆撤回,剩下「干净的一对 + 排不出层的六题」",1,0
README.md,797,,90435,"wise is not a measurement — labelled a derivation.⚠ **likewise, ""not one clump member changes"" here is, after `#797`, the stability of an unresolvable partition** — this paragraph's conc","底堆归不了堆:三堆撤回,剩下「干净的一对 + 排不出层的六题」",1,0
README.md,791,,90937,"softest part of the page's centre — and it collapsed.** The starting point is a correction of my own writing: `#791`'s ""16/20 between-pairs distinguishable"" pooled three different bounda","不是一条轴,是三堆;而解释它这条路在算术上就是关着的",1,0
README.md,791,,92115,"cial intermarriage 1.84, both excluding 0.41 and 0) plus six items that cannot be sorted into levels.** ⚠ And `#791`'s intervals disagree with this round's, which must not be blamed on t","不是一条轴,是三堆;而解释它这条路在算术上就是关着的",1,0
README.md,791,,92911,cting each. ⇒ **And the criterion has a branch whose omission would have destroyed two rounds of good work:** `#791` **asserts** the three-level partition and is retracted outright; but ,"不是一条轴,是三堆;而解释它这条路在算术上就是关着的",1,0
README.md,806,,95579,"t as *the point estimate is pushed up*; two different mechanisms I had been treating as one.**` ⚠ **and since `#806` this must carry one more sentence: the ""common latent shift"" control ",换边不是刻度造的(0.6%);而顶对这个设计够不着,1,0
README.md,806,,100538,"emarital sex, the only unsaturated one, has 60.9% piled on the endpoint in the top quintile.**` ⚠ **and since `#806` this must carry one more sentence: the ""common latent shift"" control ",换边不是刻度造的(0.6%);而顶对这个设计够不着,1,0
README.md,801,,102827," second moments, and both instruments exceed their own Gaussian nulls (1.08×–2.60× and 1.93×–2.93×).**  **And `#801` immediately exposed something larger: this page has published `r` for","两题都是「追上」;而地板和天花板一样压缩,我的镜像直觉是反的",1,0
README.md,797,,104143,the devout went from below everyone else to above them. ⚠ But `helpblk`'s `r` interval spans both 0 and 0.41 (`#797`) ⇒ **the ratio side is unreadable while the gap side is direct observ,"底堆归不了堆:三堆撤回,剩下「干净的一对 + 排不出层的六题」",1,0
README.md,783,,104807,"regression on this round's numbers.** ⚠ **These gaps carry no interval**, recorded honestly as a debt against `#783`. `[#802「五条鸿沟在裂,三条在合」]`  **And `#802`'s sentence immediately owed a co","页面公布的是小的那种不确定性,大的那种一直在幕后",1,0
README.md,802,,104844," ⚠ **These gaps carry no interval**, recorded honestly as a debt against `#783`. `[#802「五条鸿沟在裂,三条在合」]`  **And `#802`'s sentence immediately owed a control, so the next round went and bui","五条鸿沟在裂,三条在合;而同性恋那条翻了三倍",1,2
README.md,801,,105611,"— I built it again**: `fit` calibration on the non-devout arm demands **89.8% of the reachable range**, where `#801` had just established ""no control may demand a change near the reachab","两题都是「追上」;而地板和天花板一样压缩,我的镜像直觉是反的",1,0
README.md,787,,106669,"opposite directions.** ⚠ The pre-registered verdict is still honoured to the letter and reported as such, per `#787` — **naming a defect in the criterion afterwards licenses no post-hoc ","分母被换成活下来的格,三处,而它们指向相反的方向",1,0
README.md,706,,107106,"97 society-side ones). **Do not read 18.46 as ""most reliable""; it is merely the biggest sample** (Entry 706 / `#706`).   **〔…〕** = **the instrument this claim routes through**. ⚠ *Cross-","「Entry 697 · 698」这种写法,把第二个数从每一具读者眼里藏了起来",1,1
README.md,711,,110169," gives **+0.2206** against a halo null of **0.1682**, and the convention is settled as |ρ| (Entry 642 · 711 / `#711`) 〔SCCS〕 ⟨1.31⟩| | Hitting children and hitting wives are not one act ","③ 说复现了,④ 说没复现,而差的那 0.0009 卡在我凭直觉选的容差上",1,0
README.md,709,,112721,"lf is only +0.0382; placebo +0.0208; ⚠ education is not randomised, so this is not causal (Entry 683 · 709;零由 `#709` 补上,格内打乱零 95% 分位 0.0207) 〔GSS〕 ⟨3.47⟩| | **Education makes people near","同一个世代里,读书更多的人道德判断确实更连成一片,而这次它有零了",1,0
README.md,834,,114949,"*4.31×**〕| | **Two walls: the question as posed is not identified, and the version that is has no power** | **`#834`① asked ""with the age effect removed, how much of the religious cell r","那条缝沿着两条线裂:信不信教,和多大年纪。而我的判词把第二条说没了",1,0
README.md,822,,117369,"ead of every judgement about people ⇒ the result was stopped before reading rather than withdrawn after** — **`#822` taught ""measure whether the change helps before rebuilding on it""; th","那个「单点价值最高的改动」没用;而堵住的东西是年份数,不是统计",1,0
README.md,832,,119574,"ing their own MDE, 0/2**; `G3` BH over the 3-arm family leaves **0/3** (⚠ **three is a very narrow family and `#832` proved a narrower family survives more easily — not counted as credit","62 格、两根轴、五种族定义,只剩一件事:九十年代那一格",1,0
README.md,837,,120103,"f today it looks more like a fact about how ethnography gets read than a fact about how societies work** ⚠⚠ **`#837` narrows this in place**: ""change the anthropologists and it disappear","三把尺子彼此同意吗:问不出来,而这句「问不出来」收窄了我昨天的头条",1,0
README.md,837,,120387,"**, and that interpretation must first rule out ""those two teams were measuring something else all along"" — **`#837` shows that rival cannot be ruled out in SCCS at all: the three restri","三把尺子彼此同意吗:问不出来,而这句「问不出来」收窄了我昨天的头条",1,0
README.md,111,,122209,"ence is written down honestly, and no verdict is changed after the fact (swapping yardsticks post-run is what `#111` forbids)**, registered as `#836`①; ⚠ **what cannot be fixed**: **the ","剂量在这套数据上问不出来,这是能力边界不是零;而我为了追它偏离了自己写下的 NEXT 三轮",1,0
README.md,836,,122242,"d no verdict is changed after the fact (swapping yardsticks post-run is what `#111` forbids)**, registered as `#836`①; ⚠ **what cannot be fixed**: **the outcome side is single-instrument","换单位到社会:那条「谴责↔稀少」的关联,只有同一批编码者看得见",1,0
README.md,836,,123005,"uestion cannot be asked — and that ""cannot"" narrows my own headline from last round** | **`§3` basin: I liked `#836`'s headline, so this round went looking for reasons it does not stand*","换单位到社会:那条「谴责↔稀少」的关联,只有同一批编码者看得见",1,0
README.md,836,,123638," do the three restrictiveness rulers agree pairwise?** | **⓪ hard rule ① re-run, and it caught two defects in `#836`, one of them the very error class I had just excluded a variable for ","换单位到社会:那条「谴责↔稀少」的关联,只有同一批编码者看得见",1,0
README.md,803,,123715,"un, and it caught two defects in `#836`, one of them the very error class I had just excluded a variable for (`#803`'s pattern)**: ① `SCCS961` **code 4 ""permitted for males but no female","预注册说「真分歧」,而它的八格里有四格是我一轮前刚记下的那个毛病",1,0
README.md,836,,123989,"on on the male"" = male side missing** — **neither lies on the restrictiveness dimension, which is exactly why `#836` discarded `SCCS634` and excluded `SCCS176` code 2; last round I read ","换单位到社会:那条「谴责↔稀少」的关联,只有同一批编码者看得见",1,0
README.md,836,,124244,"y cannot be determined from the metadata** (the title carries ""(No)"" while the codes are only 1=Yes/2=No) and `#836`'s kill required ""same sign as A"" ⇒ **that criterion consumed an input","换单位到社会:那条「谴责↔稀少」的关联,只有同一批编码者看得见",1,0
README.md,836,,125313,"ind of suppression it is about** `[#837「问不出来」]` (Entry 837) 〔SCCS/D-PLACE〕 ⟨**two methodological notes**: ① **`#836`① now lives in the tool, not only in prose** — `lib/gates.py`'s `asser","换单位到社会:那条「谴责↔稀少」的关联,只有同一批编码者看得见",1,0
README.md,814,,125528,"dstick`/`yardstick_noise`, and their absence stamps `⚠ 判据的尺未命名` on the output; **it marks, it does not block (`#814`'s same decision, `L81`)**, and both of this round's kills reported th",容差比噪声窄七倍:那两条负控是随机开火的,1,0
README.md,836,,126018,"s ⇒ one null per pair, its 95th percentile of |ρ| as the threshold, **~300× faster and also more correct**; **`#836`'s kill survives re-checking but this is not an acquittal (this round ","换单位到社会:那条「谴责↔稀少」的关联,只有同一批编码者看得见",1,0
README.md,835,,126699,| **The nineties rift opened because the secular side left — not because the devout side dug in** | **`§0.2`: `#835` two walls · `#836` overturned · `#837` UNVERIFIED — three consecutive,"两层墙:那个问句不可识别,而能识别的那个版本没有功效",1,0
README.md,836,,126718,ft opened because the secular side left — not because the devout side dug in** | **`§0.2`: `#835` two walls · `#836` overturned · `#837` UNVERIFIED — three consecutive rounds whose produ,"换单位到社会:那条「谴责↔稀少」的关联,只有同一批编码者看得见",1,0
README.md,837,,126738,"e secular side left — not because the devout side dug in** | **`§0.2`: `#835` two walls · `#836` overturned · `#837` UNVERIFIED — three consecutive rounds whose product was ""cannot"", and","三把尺子彼此同意吗:问不出来,而这句「问不出来」收窄了我昨天的头条",1,0
README.md,846,,128589,"om its own pace exactly once in fifty years — in the 2010s, in the direction of greater permissiveness** ⚠⚠ **`#846` narrows the scope in place**: this holds **only on `homosex`**. Acros","「不信教的人走得更快」不是关于那群人的话,只在同性恋这一道题上",1,0
README.md,818,,129461," is unchanged ⇒ the departure shifts by exactly A (**the instrument was right and my expectation was wrong**, `#818`'s class); ② replanting on `S[-1]=2024` and predicting a net rise in t","UNVERIFIED,而理由是这个设计的噪声底比「值得说的量」还大",1,0
README.md,835,,130798,fixed threshold of belief** — as a whole society becomes less devout the same tercile holds different people (`#835` already showed the entanglement with age is structurally non-identifi,"两层墙:那个问句不可识别,而能识别的那个版本没有功效",1,0
README.md,838,,131109,"cent five years enter no conclusion here**, registered rather than ""planned""⟩| | **A ruler with no upper end: `#838` holds in 10 of 10 cells, and the ceiling biased the opposite way from","九十年代那条缝张开,是世俗那边走了,不是虔诚那边顶住了",1,0
README.md,838,,131221,"838` holds in 10 of 10 cells, and the ceiling biased the opposite way from the one I feared** | **`§3` basin: `#838`'s ""first pulled open, then caught up"" is a pleasing story, and pleasi","九十年代那条缝张开,是世俗那边走了,不是虔诚那边顶住了",1,0
README.md,838,,131368,"ght up"" is a pleasing story, and pleasing is exactly why it had to be checked** ⇒ **the threat was printed in `#838`'s own headroom table: by the 2010s the secular stratum had reached 3.","九十年代那条缝张开,是世俗那边走了,不是虔诚那边顶住了",1,0
README.md,838,,132019," edges**, and recompute **the whole grid** rather than only the threatened cell | **10 of 10 cells agree with `#838`**; 1990s secular latent **+0.5436 [+0.372,+0.725] excludes zero** (me","九十年代那条缝张开,是世俗那边走了,不是虔诚那边顶住了",1,0
README.md,838,,132228,"0s devout latent **+0.3440 [+0.167,+0.545] excludes zero** (mean scale +0.3331) ⇒ **BH leaves 5, BY leaves 5 (`#838` left 4)**; ⚠⚠ **and the most transferable result is that the ceiling ","九十年代那条缝张开,是世俗那边走了,不是虔诚那边顶住了",1,0
README.md,838,,132839,"ound can be named correctly and still point the opposite way, and only measuring it tells you which**; ⚠ **so `#838`'s ""caught up"" splits into two sentences and only the first stands**: ","九十年代那条缝张开,是世俗那边走了,不是虔诚那边顶住了",1,0
README.md,846,,133465,he religious moved for the first time too — and neither of those is an artifact of the ruler running out. ⚠ **`#846`'s scope applies here too**: this round also ran **only `homosex`**. A,"「不信教的人走得更快」不是关于那群人的话,只在同性恋这一道题上",1,0
README.md,770,,135258,"n it""⟩| | **Give the gap its own interval: ""it was pulled open"" holds, ""it closed again"" cannot be said** | **`#770` established this long ago: compare the quantity itself, not two quant","解释份额是推导不是测量,而我用它写了五轮",1,0
README.md,838,,135362,"* | **`#770` established this long ago: compare the quantity itself, not two quantities each against zero** — `#838`/`#839` reported the **two strata's own** departures, and I read ""firs","九十年代那条缝张开,是世俗那边走了,不是虔诚那边顶住了",1,0
README.md,839,,135369,"#770` established this long ago: compare the quantity itself, not two quantities each against zero** — `#838`/`#839` reported the **two strata's own** departures, and I read ""first pulle","换一把没有上端的尺子:`#838` 十格全对,而天花板偏的方向和我担心的相反",1,0
README.md,838,,137219," than me catching them**: ① **the identity control first failed at 2.3e−5, and what failed was my retyping of `#838`'s four decimal places** ⇒ changed to **reading `#838`'s own results J","九十年代那条缝张开,是世俗那边走了,不是虔诚那边顶住了",1,0
README.md,838,,137273,"st failed at 2.3e−5, and what failed was my retyping of `#838`'s four decimal places** ⇒ changed to **reading `#838`'s own results JSON**, after which the difference is 0.00e+00 ⇒ **rule","九十年代那条缝张开,是世俗那边走了,不是虔诚那边顶住了",1,0
README.md,840,,137461,never type a previous round's number into the next round's script; read it from the artifact** (registered as `#840`①); ② **one of this round's stated reasons for existing was itself fal,"给差距算它自己的区间:「拉开」经得住,「合上了」说不出口",1,0
README.md,773,,138567,"the second version's identity control was ruled **DEGENERATE** by the library, and **the library was right** (`#773`) — I was comparing `max|difference|` against a literal 0, **both exac","连唯一没饱和的那一题也判不了,而这是第二次 ⇒ 换方向",1,0
README.md,770,,138725,"nst a literal 0, **both exactly zero, and a computed 0 equalling a hard-coded 0 proves nothing** ⇒ changed to `#770`'s form: **compare two non-zero values** (−0.512923 vs −0.512923); pos","解释份额是推导不是测量,而我用它写了五轮",1,0
README.md,835,,139172,"interval half-width is ≈0.23 against a quantity of ≈0.09, so **the noise is 2.5× what must be resolved**, and `#835` already established this as the structural limit of decade resolution","两层墙:那个问句不可识别,而能识别的那个版本没有功效",1,0
README.md,846,,139356,"on (GSS runs 4–6 times per decade), **not a compute problem**; ② the 2020s still enter no conclusion here ⚠ **`#846`'s scope applies here too**: this round also ran **only `homosex`**; a","「不信教的人走得更快」不是关于那群人的话,只在同性恋这一道题上",1,0
README.md,840,,139738,"*Building a ruler for ""never retype last round's number"" — and the first one was killed by its own null** | **`#840`① asked that ""never retype a previous round's number"" become a tool ra","给差距算它自己的区间:「拉开」经得住,「合上了」说不出口",1,0
README.md,836,,139838,"ull** | **`#840`① asked that ""never retype a previous round's number"" become a tool rather than a resolution (`#836`①'s same sentence: a lesson that does not reach the tooling has not la","换单位到社会:那条「谴责↔稀少」的关联,只有同一批编码者看得见",1,0
README.md,840,,141030,"-decimal hit is a **full-precision copy**, which is numerically harmless, whereas what actually went wrong in `#840` was **`0.6266 ← 0.626612`, a four-decimal rounding — sitting precisel","给差距算它自己的区间:「拉开」经得住,「合上了」说不出口",1,0
README.md,800,,143468,"ng human judgement and I have judged none of it** ⇒ **it must not be quoted as this project's defect count** (`#800`: survival is not evidence, and neither is a backlog)⟩| | **Fix the cu","MDE 关的是确认,不是反驳:六个候选全部被反例杀掉,一个统计量都没用",1,0
README.md,833,,143600,"t evidence, and neither is a backlog)⟩| | **Fix the cut and count again: the population was inflated 28%, and `#833` had the defect's shape wrong too** | **Paying `#833`①'s debt — and th","三次扫描,三个答案;而差别全在「一处」是怎么定义的",1,0
README.md,833,,143653,"ut and count again: the population was inflated 28%, and `#833` had the defect's shape wrong too** | **Paying `#833`①'s debt — and the new controls forced a correction to `#833` itself b","三次扫描,三个答案;而差别全在「一处」是怎么定义的",1,0
README.md,833,,143714,"3` had the defect's shape wrong too** | **Paying `#833`①'s debt — and the new controls forced a correction to `#833` itself before the debt could be paid**: `#833` recorded ""annotations ","三次扫描,三个答案;而差别全在「一处」是怎么定义的",1,0
README.md,833,,143761,"g `#833`①'s debt — and the new controls forced a correction to `#833` itself before the debt could be paid**: `#833` recorded ""annotations appended after the anchor are invisible to the ","三次扫描,三个答案;而差别全在「一处」是怎么定义的",1,0
README.md,100,,144095,"'s end**, so text following entry `#N`'s anchor falls inside **`#N+1`'s unit** (control: a note written after `#100`'s anchor was handed to `#101`) ⇒ **""invisible"" only makes you miss th","a reliable person-level trait in WHICH options are endorsed, independent of HOW MANY",1,0
README.md,101,,144125,"try `#N`'s anchor falls inside **`#N+1`'s unit** (control: a note written after `#100`'s anchor was handed to `#101`) ⇒ **""invisible"" only makes you miss things; ""misattributed"" makes yo","the trait tracks WHEN interests were acquired, more than it tracks personality",1,0
README.md,836,,144312," convict the wrong one**, and this project's corrections are appended after the anchor precisely (that is how `#836`/`#837`'s in-place narrowings are written), while `#798` is precisely ","换单位到社会:那条「谴责↔稀少」的关联,只有同一批编码者看得见",1,0
README.md,837,,144319,"t the wrong one**, and this project's corrections are appended after the anchor precisely (that is how `#836`/`#837`'s in-place narrowings are written), while `#798` is precisely the rou","三把尺子彼此同意吗:问不出来,而这句「问不出来」收窄了我昨天的头条",1,0
README.md,798,,144368," are appended after the anchor precisely (that is how `#836`/`#837`'s in-place narrowings are written), while `#798` is precisely the round that splits units by owner into ""retraction si","撤回落地了,而更正分两种:断言它 vs 证明它稳定",1,0
README.md,841,,145132,"heir predicates read out of their own files with `ast`, not one character retyped — the first positive use of `#841`'s new ruler): `#798` CLUMP 26→22, PTR 33→27; `#807` TOP 76→54 (−29%),","造一把「别手抄上一轮的数」的尺子,而第一把被自己的零杀掉了",1,0
